0 20.009 20.009 -64.9602 314.876
0 16.1463 16.1463 -73.3944 363.694
0 22.639 22.639 -83.9126 397.726
0 22.7253 22.7253 -80.1045 402.216
0 22.9155 22.9155 -92.5535 396.878
0 22.9988 22.9988 -80.7005 396.652
0 22.9912 22.9912 -89.6296 399.198
0 23 23 -98.1607 403.011
0 23.0021 23.0021 -98.191 394.851
0 23.002 23.002 -104.619 389.467
0 23.0022 23.0022 -94.5661 388.686
0 23.0023 23.0023 -91.2233 394.454
0 23.0023 23.0023 -99.1721 389.997
0 23.0023 23.0023 -106.843 397.043
0 23.0023 23.0023 -104.76 401.013
0 23.0023 23.0023 -109.341 400.161
0 23.0023 23.0023 -108.47 391.837
0 23.0023 23.0023 -110.237 399.8
0 23.0023 23.0023 -110.084 398.026
0 23.0023 23.0023 -111.761 398.98
0 23.0023 23.0023 -113.682 399.532
0 23.0023 23.0023 -116.155 399.811
0 23.0023 23.0023 -118.987 399.761
0 23.0023 23.0023 -121.932 399.354
0 23.0023 23.0023 -124.705 398.595
0 23.0023 23.0023 -127.013 397.525
0 23.0023 23.0023 -128.578 396.22
0 23.0023 23.0023 -129.17 394.786
0 23.0023 23.0023 -128.632 393.355
0 23.0023 23.0023 -126.904 392.069
