0 20.009 20.009 314.157 -316.897
0 16.1463 16.1463 362.756 -368.288
0 22.639 22.639 393.328 -404.711
0 22.7253 22.7253 397.958 -402.156
0 22.9155 22.9155 399.57 -393.126
0 22.9988 22.9988 392.379 -386.922
0 22.9912 22.9912 393.198 -388.213
0 23 23 392.419 -390.298
0 23.0021 23.0021 403.815 -396.946
0 23.002 23.002 399.675 -397.424
0 23.0022 23.0022 397.459 -390.077
0 23.0023 23.0023 397.831 -386.557
0 23.0023 23.0023 398.966 -392.828
0 23.0023 23.0023 391.509 -394.171
0 23.0023 23.0023 398.516 -383.796
0 23.0023 23.0023 398.94 -397.462
0 23.0023 23.0023 402.22 -396.359
0 23.0023 23.0023 395.304 -397.503
0 23.0023 23.0023 389.073 -393.729
0 23.0023 23.0023 391.963 -393.225
0 23.0023 23.0023 397.957 -391.901
0 23.0023 23.0023 409.475 -391.18
0 23.0023 23.0023 425.92 -391.194
0 23.0023 23.0023 446.139 -392.017
0 23.0023 23.0023 468.487 -393.646
0 23.0023 23.0023 490.943 -396
0 23.0023 23.0023 511.272 -398.915
0 23.0023 23.0023 527.228 -402.156
0 23.0023 23.0023 536.779 -405.432
0 23.0023 23.0023 538.329 -408.417
