0 20.009 20.009 -248.143 -305.891
0 16.1463 16.1463 -287.894 -356.35
0 22.639 22.639 -323.579 -387.637
0 22.7253 22.7253 -339.728 -393.927
0 22.9155 22.9155 -344.935 -388.046
0 22.9988 22.9988 -345.29 -384.818
0 22.9912 22.9912 -348.994 -384.554
0 23 23 -350.695 -380.289
0 23.0021 23.0021 -358.038 -387.322
0 23.002 23.002 -368.653 -386.757
0 23.0022 23.0022 -383.444 -382.931
0 23.0023 23.0023 -389.53 -378.327
0 23.0023 23.0023 -399.252 -389.082
0 23.0023 23.0023 -399.472 -390.211
0 23.0023 23.0023 -387.187 -392.842
0 23.0023 23.0023 -386.426 -378.481
0 23.0023 23.0023 -395.119 -384.458
0 23.0023 23.0023 -393.003 -388.238
0 23.0023 23.0023 -396.197 -391.204
0 23.0023 23.0023 -401.714 -382.864
0 23.0023 23.0023 -408.284 -369.398
0 23.0023 23.0023 -415.971 -348.878
0 23.0023 23.0023 -424.12 -322.65
0 23.0023 23.0023 -431.962 -292.766
0 23.0023 23.0023 -438.682 -261.849
0 23.0023 23.0023 -443.495 -232.887
0 23.0023 23.0023 -445.73 -208.972
0 23.0023 23.0023 -444.904 -192.999
0 23.0023 23.0023 -440.796 -187.362
0 23.0023 23.0023 -433.487 -193.656
